نماد,نسبت پول به قیمت,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
قپيرا,نسبت p/m=36.32*** distance =-95.86,2.75,-13.04,0.17,مین حجم ماه=0.45*** مین ارزش ماه =0.38***مین حجم ماه دو=0.46,خرید=1.64*** فروش =1.63
فلامي,نسبت p/m=-131.16*** distance =-75.96,5.34,-10.53,1.49,مین حجم ماه=1.28*** مین ارزش ماه =0.69***مین حجم ماه دو=1.98,خرید=0.97*** فروش =0.91
سپ,نسبت p/m=-32.19*** distance =-97.53,5.94,-2.77,0.17,مین حجم ماه=0.28*** مین ارزش ماه =0.37***مین حجم ماه دو=0.14,خرید=0.87*** فروش =1.07
خراسان,نسبت p/m=10116.24*** distance =-38.43,6.12,-6.45,0.54,مین حجم ماه=0.35*** مین ارزش ماه =5.83***مین حجم ماه دو=0.05,خرید=0.52*** فروش =0.71
كهرام,نسبت p/m=0.00*** distance =-100.00,9.45,-16.25,0.08,مین حجم ماه=0.08*** مین ارزش ماه =0.14***مین حجم ماه دو=0.09,خرید=0.93*** فروش =0.93
بتك,نسبت p/m=0.00*** distance =-100.00,23.13,-11.14,0.03,مین حجم ماه=0.01*** مین ارزش ماه =0.14***مین حجم ماه دو=0.00,خرید=0.31*** فروش =0.31
ساراب,نسبت p/m=-1785.71*** distance =-59.99,3.49,-18.34,0.13,مین حجم ماه=0.18*** مین ارزش ماه =0.79***مین حجم ماه دو=0.19,خرید=1.35*** فروش =0.49
تكنار,نسبت p/m=305.54*** distance =-93.86,17.35,-7.29,0.07,مین حجم ماه=0.04*** مین ارزش ماه =0.21***مین حجم ماه دو=0.05,خرید=0.49*** فروش =0.62
ثعتما,نسبت p/m=0.00*** distance =-100.00,27.05,0.00,0.01,مین حجم ماه=0.23*** مین ارزش ماه =0.75***مین حجم ماه دو=0.88,خرید=0.39*** فروش =16.83
كشرق,نسبت p/m=0.00*** distance =-100.00,15.01,-4.42,0.02,مین حجم ماه=0.02*** مین ارزش ماه =0.13***مین حجم ماه دو=0.02,خرید=0.54*** فروش =0.69
سفار,نسبت p/m=307.02*** distance =-98.38,2.30,-14.15,0.02,مین حجم ماه=0.03*** مین ارزش ماه =0.60***مین حجم ماه دو=0.04,خرید=1.01*** فروش =0.79
فبستم,نسبت p/m=-685.41*** distance =-53.95,2.27,-28.93,0.10,مین حجم ماه=0.08*** مین ارزش ماه =0.11***مین حجم ماه دو=0.24,خرید=1.35*** فروش =1.10
شتولي,نسبت p/m=0.00*** distance =-100.00,10.72,-0.08,0.03,مین حجم ماه=0.02*** مین ارزش ماه =0.03***مین حجم ماه دو=0.07,خرید=0.56*** فروش =0.56
رفاه,نسبت p/m=4939.97*** distance =8.15,19.65,-10.97,0.19,مین حجم ماه=0.08*** مین ارزش ماه =0.37***مین حجم ماه دو=0.05,خرید=0.39*** فروش =0.40
ممسني,نسبت p/m=37.93*** distance =-95.72,44.85,0.00,0.06,مین حجم ماه=0.36*** مین ارزش ماه =0.35***مین حجم ماه دو=0.64,خرید=4.53*** فروش =5.48
شكبير,نسبت p/m=0.00*** distance =-100.00,0.00,-22.64,0.01,مین حجم ماه=0.09*** مین ارزش ماه =0.78***مین حجم ماه دو=0.47,خرید=7.41*** فروش =2.24
ثتوسا,نسبت p/m=169.79*** distance =-96.53,28.42,-2.66,0.02,مین حجم ماه=0.02*** مین ارزش ماه =0.12***مین حجم ماه دو=0.70,خرید=1.15*** فروش =1.40
شسم,نسبت p/m=0.00*** distance =-100.00,13.10,0.00,0.00,مین حجم ماه=0.00*** مین ارزش ماه =0.04***مین حجم ماه دو=0.00,خرید=0.52*** فروش =0.56
ثامان,نسبت p/m=0.00*** distance =-100.00,6.38,-4.35,0.00,مین حجم ماه=0.01*** مین ارزش ماه =0.05***مین حجم ماه دو=0.01,خرید=1.53*** فروش =1.53
دشيري,نسبت p/m=0.00*** distance =-100.00,-2.99,-22.23,0.01,مین حجم ماه=0.03*** مین ارزش ماه =0.51***مین حجم ماه دو=0.05,خرید=2.08*** فروش =2.17
گپارس,نسبت p/m=6728.98*** distance =-60.29,4.27,-14.25,0.01,مین حجم ماه=0.01*** مین ارزش ماه =0.10***مین حجم ماه دو=0.00,خرید=0.52*** فروش =0.71
تفيرو,نسبت p/m=0.00*** distance =-100.00,0.80,-21.08,0.00,مین حجم ماه=0.00*** مین ارزش ماه =0.03***مین حجم ماه دو=0.00,خرید=0.75*** فروش =0.75
پشاهن,نسبت p/m=0.00*** distance =-100.00,21.40,-20.32,0.01,مین حجم ماه=0.01*** مین ارزش ماه =0.03***مین حجم ماه دو=0.01,خرید=0.45*** فروش =0.45
شتهران,نسبت p/m=NaN*** distance =NaN,11.90,0.00,0.08,مین حجم ماه=0.03*** مین ارزش ماه =0.03***مین حجم ماه دو=0.08,خرید=0.64*** فروش =0.64
سايرا,نسبت p/m=NaN*** distance =NaN,14.95,-0.34,0.03,مین حجم ماه=0.02*** مین ارزش ماه =0.05***مین حجم ماه دو=0.01,خرید=1.16*** فروش =1.16
نبروج,نسبت p/m=NaN*** distance =NaN,15.89,-0.93,0.06,مین حجم ماه=0.11*** مین ارزش ماه =0.27***مین حجم ماه دو=0.04,خرید=1.43*** فروش =1.43
قاروم,نسبت p/m=NaN*** distance =NaN,9.37,-4.08,0.00,مین حجم ماه=0.01*** مین ارزش ماه =0.04***مین حجم ماه دو=0.02,خرید=0.90*** فروش =3.83
